Fecha,precio_eth,volumen_eth,precio_nasdaq,volumen_nasdaq
2016-06-13 00:00:00,"17,55275029","33190471,73","4848,439941",1888300000
2016-06-14 00:00:00,"18,77037437","57195562,17","4843,549805",1919710000
2016-06-15 00:00:00,"18,42185369","16794245,39","4834,930176",1802200000
2016-06-16 00:00:00,"20,50940041","33609803,06","4844,919922",1851770000
2016-06-17 00:00:00,"15,39739782","176008430,1","4800,339844",2638220000
2016-06-20 00:00:00,"11,81483452","79924563,2","4837,209961",1779560000
2016-06-21 00:00:00,"12,98459788","73815982,1","4843,759766",1698080000
2016-06-22 00:00:00,"12,73775621",157698817,"4833,319824",1682220000
2016-06-23 00:00:00,"13,676479","35210083,61","4910,040039",1738570000
2016-06-24 00:00:00,"13,9418969","42975326,33","4707,97998",4411040000
2016-06-27 00:00:00,"13,93254349","9026418,665","4594,439941",2659650000
2016-06-28 00:00:00,"12,29566056","38649828,67","4691,870117",2074090000
2016-06-29 00:00:00,"12,8004961","24102058,67","4779,25",2116550000
2016-06-30 00:00:00,"13,3356267","25109656,27","4842,669922",2171180000
2016-07-01 00:00:00,"12,32964596","16090108,05","4862,569824",1745130000
2016-07-05 00:00:00,"10,5408605","40761274,6","4822,899902",1690340000
2016-07-06 00:00:00,"10,51055994","16042852,43","4859,160156",1876090000
2016-07-07 00:00:00,"10,09893127","13787778,17","4876,810059",1672770000
2016-07-08 00:00:00,"11,39547875","17821594,5","4956,759766",1947260000
2016-07-11 00:00:00,"10,51545171","11938095,54","4988,640137",1718450000
2016-07-12 00:00:00,"10,60619361","8944484,246","5022,819824",1866280000
2016-07-13 00:00:00,"10,48905469","6087112,236","5005,72998",1650820000
2016-07-14 00:00:00,"11,24297096","13698700,02","5034,060059",1641170000
2016-07-15 00:00:00,"11,32509705","13798764,39","5029,589844",1610300000
2016-07-18 00:00:00,"11,02255634","13898138,25","5055,779785",1585570000
2016-07-19 00:00:00,"11,58250142","20242192,24","5036,370117",1694740000
2016-07-20 00:00:00,"12,15278827","29894784,28","5089,930176",1877330000
2016-07-21 00:00:00,"12,60591713","24473811,51","5073,899902",1880310000
2016-07-22 00:00:00,"14,31987737","72391413,22","5100,160156",1639000000
2016-07-25 00:00:00,"13,81663068","33694267,53","5097,629883",1770620000
2016-07-26 00:00:00,"11,77164176",76432695,"5110,049805",2038060000
2016-07-27 00:00:00,"12,9663334","48754958,64","5139,810059",2122250000
2016-07-28 00:00:00,"12,88314961","19481593,53","5154,97998",1950910000
2016-07-29 00:00:00,"12,84003764","10125341,28","5162,129883",2072640000
2016-08-01 00:00:00,"10,96839785","17147499,53","5184,200195",1866590000
2016-08-02 00:00:00,"8,352592748","60708724,34","5137,72998",2142010000
2016-08-03 00:00:00,"10,22174782","44330639,68","5159,740234",1909470000
2016-08-04 00:00:00,"11,03216022","29307740,66","5166,25",1930000000
2016-08-05 00:00:00,"10,94001411","10956639,35","5221,120117",2017720000
2016-08-08 00:00:00,"11,24580512","10967961,76","5213,140137",1624450000
2016-08-09 00:00:00,"12,19121871","29672733,52","5225,47998",1664320000
2016-08-10 00:00:00,"12,1412228","23499542,87","5204,580078",1651240000
2016-08-11 00:00:00,"11,98814019","24164966,87","5228,399902",1511670000
2016-08-12 00:00:00,"11,97372013","24135899,78","5232,890137",1501620000
2016-08-15 00:00:00,"11,23080705","5064027,898","5262,02002",1533170000
2016-08-16 00:00:00,"10,25082245","5249879,805","5227,109863",1698390000
2016-08-17 00:00:00,"10,73534634","5256928,972","5228,660156",1747890000
2016-08-18 00:00:00,"10,72421681","4567012,374","5240,149902",1659080000
2016-08-19 00:00:00,"10,71834472","3192133,227","5238,379883",1632740000
2016-08-22 00:00:00,"11,06137739","4831490,758","5244,600098",1560210000
2016-08-23 00:00:00,"11,01254308","4721007,823","5260,080078",1547050000
2016-08-24 00:00:00,"11,01381199","3221362,082","5217,689941",1714780000
2016-08-25 00:00:00,"11,33912744","6231804,81","5212,200195",1511890000
2016-08-26 00:00:00,"11,25681266","4403460,385","5218,919922",1591060000
2016-08-29 00:00:00,"10,90629059","5810173,644","5232,330078",1416640000
2016-08-30 00:00:00,"11,21087731","5550355,265","5222,990234",1561020000
2016-08-31 00:00:00,"11,49662475","7446354,073","5213,220215",1761770000
2016-09-01 00:00:00,"12,00287748","19546439,79","5227,209961",1592520000
2016-09-02 00:00:00,"12,0910428","7683911,542","5249,899902",1474200000
2016-09-06 00:00:00,"11,68475544","4815696,85","5275,910156",1777940000
2016-09-07 00:00:00,"11,55002542","4664621,634","5283,930176",1878460000
2016-09-08 00:00:00,"11,33639873","7944145,033","5259,47998",1839790000
2016-09-09 00:00:00,"11,63011682","3826059,408","5125,910156",2208690000
2016-09-12 00:00:00,"11,84714198","4554653,825","5211,890137",2007610000
2016-09-13 00:00:00,"11,88172946","6637362,777","5155,25",2071460000
2016-09-14 00:00:00,"11,91200801","3846492,756","5173,77002",1902680000
2016-09-15 00:00:00,"11,90147841","4500681,3","5249,689941",1950940000
2016-09-16 00:00:00,"12,52236928","14494427,65","5244,569824",3013860000
2016-09-19 00:00:00,"13,16016806","11627825,02","5235,029785",1792650000
2016-09-20 00:00:00,"14,30804658","28747263,94","5241,350098",1697530000
2016-09-21 00:00:00,"13,7051798","25166170,47","5295,180176",2001890000
2016-09-22 00:00:00,"13,23380274","23902556,17","5339,52002",1914550000
2016-09-23 00:00:00,"13,31899332","7256064,667","5305,75",1762700000
2016-09-26 00:00:00,"12,8187464","5602575,391","5257,490234",1672190000
2016-09-27 00:00:00,"13,0747268","5399539,835","5305,709961",1754700000
2016-09-28 00:00:00,"13,31398944","6516563,112","5318,549805",1788240000
2016-09-29 00:00:00,"13,09665701","4241372,339","5269,149902",1946150000
2016-09-30 00:00:00,"13,19481816","4568583,276",5312,2063260000
2016-10-03 00:00:00,"13,47060009","5821790,035","5300,870117",1606460000
2016-10-04 00:00:00,"13,26196221","6702196,698","5289,660156",1711810000
2016-10-05 00:00:00,"13,05665085","6285719,065","5316,02002",1755640000
2016-10-06 00:00:00,"12,82612846","9120081,098","5306,850098",1655480000
2016-10-07 00:00:00,"12,65567928","6504030,817","5292,399902",1647330000
2016-10-10 00:00:00,"11,83783209","9479462,929","5328,669922",1365600000
2016-10-11 00:00:00,"11,75026727","8989864,764","5246,790039",1822980000
2016-10-12 00:00:00,"11,85468766","7565516,582","5239,02002",1567930000
2016-10-13 00:00:00,"11,96064221","6550532,314","5213,330078",1737720000
2016-10-14 00:00:00,"11,91608947","3393733,081","5214,160156",1593610000
2016-10-17 00:00:00,"11,9749844","4329663,894","5199,819824",1427060000
2016-10-18 00:00:00,"12,50951126","14699505,27","5243,839844",1476970000
2016-10-19 00:00:00,"11,97380616","7727576,68","5246,410156",1548910000
2016-10-20 00:00:00,"12,01652208","4811381,152","5241,830078",1745270000
2016-10-21 00:00:00,"12,09057597","2496841,179","5257,399902",1651490000
2016-10-24 00:00:00,"11,89053545","2417942,61","5309,830078",1533370000
2016-10-25 00:00:00,"11,27271153","13528339,24","5283,399902",1580830000
2016-10-26 00:00:00,"11,49725737","6113958,131","5250,27002",1732300000
2016-10-27 00:00:00,"11,4566734","8682323,138","5215,970215",1926820000
2016-10-28 00:00:00,"11,52358438","8907341,459","5190,100098",1911810000
2016-10-31 00:00:00,"10,8807026","9254943,7","5189,140137",1709060000
2016-11-01 00:00:00,"10,79218738","17471506,38","5153,580078",1880920000
2016-11-02 00:00:00,"10,7835854","7632829,944","5105,569824",2124990000
2016-11-03 00:00:00,"10,8116301","11623516,37","5058,410156",2113730000
2016-11-04 00:00:00,"11,12999566","5924309,345","5046,370117",2020130000
2016-11-07 00:00:00,"10,87420083","2949427,103","5166,169922",1916620000
2016-11-08 00:00:00,"10,8901055","4085085,336","5193,490234",1739440000
2016-11-09 00:00:00,"10,66491816","12761164,95","5251,069824",2827570000
2016-11-10 00:00:00,"10,51928139","2902119,123","5208,799805",2986760000
2016-11-11 00:00:00,"10,29308735","4630773,471","5237,109863",2290080000
2016-11-14 00:00:00,"9,991652804","2576156,68","5218,399902",2371900000
2016-11-15 00:00:00,"10,20008386","4844767,74","5275,620117",2159180000
2016-11-16 00:00:00,"10,02536762","7762025,467","5294,580078",2066130000
2016-11-17 00:00:00,"9,963977985","5552737,539","5333,970215",2084710000
2016-11-18 00:00:00,"9,453697368","8802335,675","5321,509766",1865770000
2016-11-21 00:00:00,"9,575907933","2465979,656","5368,859863",1748170000
2016-11-22 00:00:00,"9,812491502","9216379,378","5386,350098",1890410000
2016-11-23 00:00:00,"9,753493133","3470748,247","5380,680176",1617700000
2016-11-25 00:00:00,"9,335116894","6006996,216","5398,919922",768080000
2016-11-28 00:00:00,"8,708452467","4477356,374","5368,810059",1630150000
2016-11-29 00:00:00,"8,158494316","13917166,75","5379,919922",1791760000
2016-11-30 00:00:00,"8,650154047","9134285,157","5323,680176",2056060000
2016-12-01 00:00:00,"8,439785439","4918051,799","5251,109863",2269790000
2016-12-02 00:00:00,"7,637917965","15380798,55","5255,649902",1851030000
2016-12-05 00:00:00,"6,815609222","15221226,68","5308,890137",1800570000
2016-12-06 00:00:00,"7,631916157","56439748,77",5333,1977480000
2016-12-07 00:00:00,"8,135077983","25080911,32","5393,759766",2125370000
2016-12-08 00:00:00,"8,302596338","12722352,04","5417,359863",2236580000
2016-12-09 00:00:00,"8,504900485","10533790,23","5444,5",2042340000
2016-12-12 00:00:00,"8,472511709","6987403,012","5412,540039",1931840000
2016-12-13 00:00:00,"8,351007262","2905152,217","5463,830078",2094860000
2016-12-14 00:00:00,"8,207853104","3686497,058","5436,669922",1976570000
2016-12-15 00:00:00,"7,77035797","8295155,059","5456,850098",2101320000
2016-12-16 00:00:00,"7,796626832","2694314,913","5437,160156",3281480000
2016-12-19 00:00:00,"7,592236165","3326290,39","5457,439941",1688680000
2016-12-20 00:00:00,"7,623783721","3764440,223","5483,939941",1679630000
2016-12-21 00:00:00,"7,856099401","6468951,581","5471,430176",1496850000
2016-12-22 00:00:00,"7,575643744","12618111,16","5447,419922",1585470000
2016-12-23 00:00:00,"7,201805732","14660852,23","5462,689941",1144900000
2016-12-27 00:00:00,"7,171806594","6649186,116","5487,439941",1219050000
2016-12-28 00:00:00,"7,613307736","13844753,34","5438,560059",1326660000
2016-12-29 00:00:00,"8,172329057","20692130,79","5432,089844",1266350000
2016-12-30 00:00:00,"8,153786527","7751538,432","5383,120117",1551690000
2017-01-03 00:00:00,"9,626792385","24617090,48","5429,080078",1887670000
2017-01-04 00:00:00,"10,97225285","30283873,09",5477,1885490000
2017-01-05 00:00:00,"10,11525424","31832239,06","5487,939941",1799170000
2017-01-06 00:00:00,"10,1546583","23015612,49","5521,060059",1711870000
2017-01-09 00:00:00,"10,28595597","18147872,43","5531,819824",1887740000
2017-01-10 00:00:00,"10,52365071","8483903,665","5551,819824",1798610000
2017-01-11 00:00:00,"9,661693874","15650725,64","5563,649902",1960830000
2017-01-12 00:00:00,"9,667158942","10113120,41","5547,490234",1805840000
2017-01-13 00:00:00,"9,650805119","7919565,412","5574,120117",1611260000
2017-01-17 00:00:00,"10,2584583","14660002,94","5538,72998",1759440000
2017-01-18 00:00:00,"10,12553774","8053530,98","5555,649902",1686260000
2017-01-19 00:00:00,"10,38530617","6357101,909","5540,080078",1809900000
2017-01-20 00:00:00,"10,54996056","7935034,034","5555,330078",1750340000
2017-01-23 00:00:00,"10,7510244","5620391,167","5552,939941",1652370000
2017-01-24 00:00:00,"10,39908725","5709572,008","5600,959961",1808560000
2017-01-25 00:00:00,"10,47167123","5749423,917","5656,339844",1964040000
2017-01-26 00:00:00,"10,55525588","6557326,851","5655,180176",1837020000
2017-01-27 00:00:00,"10,50997909","5497367,839","5660,779785",1669190000
2017-01-30 00:00:00,"10,5704113","5394044,156","5613,709961",1782380000
2017-01-31 00:00:00,"10,67729802","8686038,922","5614,790039",2047460000
2017-02-01 00:00:00,"10,70098942","9511590,154","5642,649902",2239570000
2017-02-02 00:00:00,"10,81046109","6770261,661","5636,200195",2077010000
2017-02-03 00:00:00,"10,93768558","8348606,142","5666,77002",1792330000
2017-02-06 00:00:00,"11,29401613","4068555,062","5663,549805",1736140000
2017-02-07 00:00:00,"11,43316744","4749524,532","5674,220215",1922030000
2017-02-08 00:00:00,"11,33515301","6195998,767","5682,450195",1947100000
2017-02-09 00:00:00,"10,91496395","13014114,53","5715,180176",1948120000
2017-02-10 00:00:00,"11,27564064","8465560,863","5734,129883",1867270000
2017-02-13 00:00:00,"11,28194702","4407682,63","5763,959961",1843480000
2017-02-14 00:00:00,"12,97214505","31343305,13","5782,569824",1952370000
2017-02-15 00:00:00,"12,93471601","12601119,25","5819,439941",2094140000
2017-02-16 00:00:00,"12,8359688","10436344,69","5814,899902",1945600000
2017-02-17 00:00:00,"12,70348385","7412007,524","5838,580078",1879030000
2017-02-21 00:00:00,"12,73614094","12724890,25","5865,950195",1940110000
2017-02-22 00:00:00,"12,60029641","6874100,082","5860,629883",1874710000
2017-02-23 00:00:00,"13,15516546","8909149,883","5835,509766",1881490000
2017-02-24 00:00:00,"13,07187123","13610109,54","5845,310059",1684650000
2017-02-27 00:00:00,"15,35869036","20501520,19","5861,899902",1882610000
2017-02-28 00:00:00,"15,70278123","43441932,37","5825,439941",2303390000
2017-03-01 00:00:00,"17,16802971","26801192,63","5904,029785",2220350000
