Fecha,precio_eth,precio_eth_log,volumen_eth,volumen_eth_log,precio_nasdaq,precio_nasdaq_log,volumen_nasdaq,volumen_nasdaq_log
2020-05-15 0:00:00,"203,211","5,314","18.153.298.514,00","23,62","9.014,56","9,11","4.240.690.000,00","22,16799183"
2020-05-18 0:00:00,"206,769","5,332","13.449.821.514,00","23,32","9.234,83","9,13","4.341.820.000,00","22,19155945"
2020-05-19 0:00:00,"214,358","5,368","13.342.260.442,00","23,31","9.185,10","9,13","4.193.550.000,00","22,15681347"
2020-05-20 0:00:00,"213,687","5,365","10.220.660.538,00","23,05","9.375,78","9,15","4.315.500.000,00","22,18547903"
2020-05-21 0:00:00,"209,921","5,347","10.429.639.021,00","23,07","9.284,88","9,14","3.745.270.000,00","22,04375955"
2020-05-22 0:00:00,"198,918","5,293","8.110.302.356,00","22,82","9.324,59","9,14","3.668.070.000,00","22,02293148"
2020-05-26 0:00:00,"203,810","5,317","9.317.131.819,00","22,96","9.340,22","9,14","4.448.950.000,00","22,21593395"
2020-05-27 0:00:00,"200,964","5,303","8.593.529.312,00","22,87","9.412,36","9,15","4.489.110.000,00","22,2249203"
2020-05-28 0:00:00,"207,846","5,337","8.773.050.350,00","22,89","9.368,99","9,15","4.113.660.000,00","22,13757898"
2020-05-29 0:00:00,"219,592","5,392","12.329.460.719,00","23,24","9.489,87","9,16","4.742.290.000,00","22,27978598"
2020-06-01 0:00:00,"232,331","5,448","10.887.047.332,00","23,11","9.552,05","9,16","3.847.770.000,00","22,0707596"
2020-06-02 0:00:00,"248,045","5,514","12.532.381.844,00","23,25","9.608,38","9,17","3.990.080.000,00","22,10707712"
2020-06-03 0:00:00,"237,265","5,469","11.228.877.889,00","23,14","9.682,91","9,18","4.679.030.000,00","22,26635666"
2020-06-04 0:00:00,"244,125","5,498","9.023.955.445,00","22,92","9.615,81","9,17","6.141.320.000,00","22,53830554"
2020-06-05 0:00:00,"243,708","5,496","10.063.518.957,00","23,03","9.814,08","9,19","6.607.730.000,00","22,61150601"
2020-06-08 0:00:00,"244,227","5,498","9.398.819.028,00","22,96","9.924,75","9,20","6.197.330.000,00","22,54738439"
2020-06-09 0:00:00,"246,213","5,506","8.129.322.897,00","22,82","9.953,75","9,21","5.319.450.000,00","22,39463575"
2020-06-10 0:00:00,"243,850","5,497","8.592.468.950,00","22,87","10.020,35","9,21","5.170.860.000,00","22,36630486"
2020-06-11 0:00:00,"247,542","5,512","7.584.308.102,00","22,75","9.492,73","9,16","5.300.850.000,00","22,39113302"
2020-06-12 0:00:00,"232,001","5,447","12.109.538.779,00","23,22","9.588,81","9,17","4.388.990.000,00","22,20236497"
2020-06-15 0:00:00,"232,113","5,447","6.517.043.494,00","22,60","9.726,02","9,18","4.476.010.000,00","22,22199786"
2020-06-16 0:00:00,"231,017","5,442","9.539.612.843,00","22,98","9.895,87","9,20","4.669.320.000,00","22,26427929"
2020-06-17 0:00:00,"235,288","5,461","6.857.067.975,00","22,65","9.910,53","9,20","4.279.700.000,00","22,17714875"
2020-06-18 0:00:00,"233,864","5,455","6.079.869.078,00","22,53","9.943,05","9,20","4.335.320.000,00","22,19006126"
2020-06-19 0:00:00,"231,685","5,445","6.063.250.096,00","22,53","9.946,12","9,20","6.093.830.000,00","22,53054262"
2020-06-22 0:00:00,"227,792","5,428","4.995.955.268,00","22,33","10.056,48","9,22","4.506.960.000,00","22,22888871"
2020-06-23 0:00:00,"243,365","5,495","5.973.345.536,00","22,51","10.131,37","9,22","5.755.170.000,00","22,47336442"
2020-06-24 0:00:00,"243,079","5,493","6.291.513.184,00","22,56","9.909,17","9,20","5.589.130.000,00","22,44408948"
2020-06-25 0:00:00,"234,565","5,458","8.149.316.605,00","22,82","10.017,00","9,21","4.779.640.000,00","22,28763107"
2020-06-26 0:00:00,"232,649","5,450","6.321.009.243,00","22,57","9.757,22","9,19","7.309.380.000,00","22,71242429"
2020-06-29 0:00:00,"225,123","5,417","5.641.785.424,00","22,45","9.874,15","9,20","4.336.290.000,00","22,19028498"
2020-06-30 0:00:00,"228,206","5,430","5.792.207.633,00","22,48","10.058,77","9,22","4.510.190.000,00","22,22960512"
2020-07-01 0:00:00,"225,593","5,419","5.282.884.956,00","22,39","10.154,63","9,23","4.624.430.000,00","22,25461896"
2020-07-02 0:00:00,"230,662","5,441","5.307.320.170,00","22,39","10.207,63","9,23","4.038.920.000,00","22,11924317"
2020-07-06 0:00:00,"227,899","5,429","5.250.547.694,00","22,38","10.433,65","9,25","4.570.260.000,00","22,24283593"
2020-07-07 0:00:00,"241,527","5,487","7.214.622.724,00","22,70","10.343,89","9,24","4.337.130.000,00","22,19047868"
2020-07-08 0:00:00,"238,964","5,476","6.390.063.708,00","22,58","10.492,50","9,26","4.030.210.000,00","22,11708432"
2020-07-09 0:00:00,"246,859","5,509","6.855.809.513,00","22,65","10.547,75","9,26","4.013.180.000,00","22,11284978"
2020-07-10 0:00:00,"241,975","5,489","5.454.877.568,00","22,42","10.617,44","9,27","3.537.510.000,00","21,98668893"
2020-07-13 0:00:00,"241,772","5,488","5.293.860.445,00","22,39","10.390,84","9,25","4.851.880.000,00","22,3026321"
2020-07-14 0:00:00,"239,639","5,479","5.773.853.723,00","22,48","10.488,58","9,26","4.461.770.000,00","22,21881139"
2020-07-15 0:00:00,"240,251","5,482","4.794.731.175,00","22,29","10.550,49","9,26","4.647.070.000,00","22,25950275"
2020-07-16 0:00:00,"238,664","5,475","4.622.070.139,00","22,25","10.473,83","9,26","4.277.760.000,00","22,17669535"
2020-07-17 0:00:00,"233,837","5,455","4.836.661.398,00","22,30","10.503,19","9,26","4.361.480.000,00","22,19607729"
2020-07-20 0:00:00,"238,895","5,476","4.452.847.140,00","22,22","10.767,09","9,28","4.314.630.000,00","22,18527741"
2020-07-21 0:00:00,"236,060","5,464","5.152.984.578,00","22,36","10.680,36","9,28","5.350.750.000,00","22,40050257"
2020-07-22 0:00:00,"245,234","5,502","5.121.955.556,00","22,36","10.706,13","9,28","4.128.960.000,00","22,1412914"
2020-07-23 0:00:00,"263,762","5,575","6.556.501.920,00","22,60","10.461,42","9,26","4.501.540.000,00","22,2276854"
2020-07-24 0:00:00,"274,724","5,616","7.634.745.875,00","22,76","10.363,18","9,25","4.233.390.000,00","22,16626893"
2020-07-27 0:00:00,"310,518","5,738","10.227.817.626,00","23,05","10.536,27","9,26","4.244.570.000,00","22,16890636"
2020-07-28 0:00:00,"320,476","5,770","15.060.479.190,00","23,44","10.402,09","9,25","3.894.660.000,00","22,08287222"
2020-07-29 0:00:00,"316,407","5,757","12.462.060.871,00","23,25","10.542,94","9,26","4.009.640.000,00","22,1119673"
2020-07-30 0:00:00,"317,539","5,761","10.343.143.710,00","23,06","10.587,81","9,27","4.185.810.000,00","22,15496607"
2020-07-31 0:00:00,"334,742","5,813","10.534.706.858,00","23,08","10.745,27","9,28","4.438.730.000,00","22,21363414"
2020-08-03 0:00:00,"370,732","5,915","15.202.899.455,00","23,44","10.902,80","9,30","4.203.890.000,00","22,15927612"
2020-08-04 0:00:00,"386,247","5,956","11.174.150.665,00","23,14","10.941,17","9,30","4.016.520.000,00","22,11368169"
2020-08-05 0:00:00,"389,383","5,965","12.113.993.540,00","23,22","10.998,40","9,31","4.160.740.000,00","22,14895878"
2020-08-06 0:00:00,"400,184","5,992","10.578.439.440,00","23,08","11.108,07","9,32","4.120.000.000,00","22,139119"
2020-08-07 0:00:00,"394,542","5,978","11.175.559.421,00","23,14","11.010,98","9,31","4.263.930.000,00","22,17345711"
2020-08-10 0:00:00,"389,623","5,965","5.940.323.179,00","22,51","10.968,36","9,30","4.048.420.000,00","22,12159252"
2020-08-11 0:00:00,"395,210","5,979","12.717.549.263,00","23,27","10.782,82","9,29","4.331.770.000,00","22,18924207"
2020-08-12 0:00:00,"379,175","5,938","13.124.713.654,00","23,30","11.012,24","9,31","3.745.230.000,00","22,04374887"
2020-08-13 0:00:00,"387,501","5,960","12.808.587.804,00","23,27","11.042,50","9,31","3.480.470.000,00","21,97043318"
2020-08-14 0:00:00,"427,490","6,058","17.422.050.836,00","23,58","11.019,30","9,31","3.514.260.000,00","21,98009481"
2020-08-17 0:00:00,"433,432","6,072","12.680.404.379,00","23,26","11.129,73","9,32","3.214.870.000,00","21,89105276"
2020-08-18 0:00:00,"430,033","6,064","11.697.848.304,00","23,18","11.210,84","9,32","3.228.590.000,00","21,89531135"
2020-08-19 0:00:00,"422,107","6,045","12.062.999.738,00","23,21","11.146,46","9,32","3.496.480.000,00","21,97502259"
2020-08-20 0:00:00,"406,574","6,008","12.854.733.825,00","23,28","11.264,95","9,33","4.215.130.000,00","22,16194627"
2020-08-21 0:00:00,"416,470","6,032","10.564.357.238,00","23,08","11.311,80","9,33","3.929.290.000,00","22,09172458"
2020-08-24 0:00:00,"390,789","5,968","9.775.318.835,00","23,00","11.379,72","9,34","3.907.310.000,00","22,08611499"
2020-08-25 0:00:00,"408,269","6,012","11.007.565.810,00","23,12","11.466,47","9,35","3.475.280.000,00","21,96894089"
2020-08-26 0:00:00,"383,662","5,950","12.857.413.913,00","23,28","11.665,06","9,36","3.471.520.000,00","21,96785838"
2020-08-27 0:00:00,"385,752","5,955","10.454.041.361,00","23,07","11.625,34","9,36","3.547.400.000,00","21,98948078"
2020-08-28 0:00:00,"381,838","5,945","10.466.849.104,00","23,07","11.695,63","9,37","3.012.980.000,00","21,82619546"
2020-08-31 0:00:00,"428,296","6,060","12.945.668.315,00","23,28","11.775,46","9,37","3.612.050.000,00","22,00754132"
2020-09-01 0:00:00,"435,693","6,077","14.228.693.736,00","23,38","11.939,67","9,39","3.511.060.000,00","21,97918382"
2020-09-02 0:00:00,"475,685","6,165","18.804.560.687,00","23,66","12.056,44","9,40","3.982.360.000,00","22,10514045"
2020-09-03 0:00:00,"439,354","6,085","19.315.593.283,00","23,68","11.458,10","9,35","4.465.010.000,00","22,21953729"
2020-09-04 0:00:00,"383,692","5,950","17.364.384.113,00","23,58","11.313,13","9,33","4.284.440.000,00","22,17825569"
2020-09-08 0:00:00,"351,878","5,863","14.769.191.934,00","23,42","10.847,69","9,29","3.905.420.000,00","22,08563117"
2020-09-09 0:00:00,"337,845","5,823","14.799.132.843,00","23,42","11.141,56","9,32","3.550.660.000,00","21,99039934"
2020-09-10 0:00:00,"351,232","5,861","13.120.851.004,00","23,30","10.919,59","9,30","3.840.010.000,00","22,06874081"
2020-09-11 0:00:00,"367,639","5,907","74.747.424.441,00","25,04","10.853,55","9,29","3.630.250.000,00","22,01256735"
2020-09-14 0:00:00,"365,696","5,902","13.172.306.579,00","23,30","11.056,65","9,31","3.737.610.000,00","22,04171221"
2020-09-15 0:00:00,"376,395","5,931","14.124.838.468,00","23,37","11.190,32","9,32","3.786.110.000,00","22,05460494"
2020-09-16 0:00:00,"364,690","5,899","12.209.389.923,00","23,23","11.050,47","9,31","3.678.020.000,00","22,0256404"
2020-09-17 0:00:00,"365,131","5,900","13.298.202.038,00","23,31","10.910,28","9,30","3.740.110.000,00","22,04238086"
2020-09-18 0:00:00,"388,797","5,963","16.748.693.290,00","23,54","10.793,28","9,29","5.759.090.000,00","22,47404531"
2020-09-21 0:00:00,"370,968","5,916","11.369.621.273,00","23,15","10.778,80","9,29","3.900.970.000,00","22,08449108"
2020-09-22 0:00:00,"341,277","5,833","14.837.815.990,00","23,42","10.963,64","9,30","3.515.440.000,00","21,98043053"
2020-09-23 0:00:00,"343,918","5,840","11.967.106.211,00","23,21","10.632,99","9,27","4.097.320.000,00","22,13359894"
2020-09-24 0:00:00,"321,077","5,772","9.839.917.613,00","23,01","10.672,27","9,28","4.086.360.000,00","22,13092044"
2020-09-25 0:00:00,"348,821","5,855","12.209.550.797,00","23,23","10.913,56","9,30","3.785.270.000,00","22,05438306"
2020-09-28 0:00:00,"357,066","5,878","9.973.839.925,00","23,02","11.117,53","9,32","3.591.740.000,00","22,0019026"
2020-09-29 0:00:00,"354,430","5,871","9.818.467.157,00","23,01","11.085,25","9,31","3.389.040.000,00","21,94381253"
2020-09-30 0:00:00,"359,426","5,885","9.708.794.839,00","23,00","11.167,51","9,32","4.260.630.000,00","22,17268287"
2020-10-01 0:00:00,"359,599","5,885","8.037.484.325,00","22,81","11.326,51","9,33","4.005.900.000,00","22,11103411"
2020-10-02 0:00:00,"353,198","5,867","11.835.729.248,00","23,19","11.075,02","9,31","3.731.510.000,00","22,04007881"
2020-10-05 0:00:00,"352,459","5,865","8.905.022.839,00","22,91","11.332,49","9,34","3.623.920.000,00","22,01082215"
2020-10-06 0:00:00,"353,604","5,868","9.285.381.015,00","22,95","11.154,60","9,32","4.390.960.000,00","22,20281372"
2020-10-07 0:00:00,"340,616","5,831","10.280.978.397,00","23,05","11.364,60","9,34","3.910.770.000,00","22,08700012"
2020-10-08 0:00:00,"341,444","5,833","8.044.228.156,00","22,81","11.420,98","9,34","3.507.570.000,00","21,97818933"
2020-10-09 0:00:00,"350,056","5,858","9.330.978.624,00","22,96","11.579,94","9,36","3.504.230.000,00","21,97723665"
2020-10-12 0:00:00,"374,497","5,926","8.000.631.028,00","22,80","11.876,26","9,38","3.885.030.000,00","22,08039654"
2020-10-13 0:00:00,"387,256","5,959","12.458.841.249,00","23,25","11.863,90","9,38","3.634.130.000,00","22,01363558"
2020-10-14 0:00:00,"381,169","5,943","9.741.612.768,00","23,00","11.768,73","9,37","3.410.410.000,00","21,95009836"
2020-10-15 0:00:00,"379,210","5,938","10.673.398.920,00","23,09","11.713,87","9,37","3.325.270.000,00","21,92481671"
2020-10-16 0:00:00,"377,159","5,933","10.155.629.419,00","23,04","11.671,56","9,36","3.166.980.000,00","21,87604429"
2020-10-19 0:00:00,"378,049","5,935","7.527.761.590,00","22,74","11.478,88","9,35","3.477.410.000,00","21,9695536"
2020-10-20 0:00:00,"379,639","5,939","8.995.049.005,00","22,92","11.516,49","9,35","3.510.040.000,00","21,97889327"
2020-10-21 0:00:00,"368,227","5,909","7.492.023.939,00","22,74","11.484,69","9,35","3.467.310.000,00","21,96664491"
2020-10-22 0:00:00,"391,167","5,969","12.728.437.764,00","23,27","11.506,01","9,35","3.434.040.000,00","21,95700325"
2020-10-23 0:00:00,"413,202","6,024","12.229.478.489,00","23,23","11.548,28","9,35","3.145.570.000,00","21,86926095"
2020-10-26 0:00:00,"406,157","6,007","8.489.563.012,00","22,86","11.358,94","9,34","3.205.100.000,00","21,88800913"
2020-10-27 0:00:00,"393,383","5,975","14.982.520.071,00","23,43","11.431,35","9,34","3.104.770.000,00","21,85620548"
2020-10-28 0:00:00,"403,530","6,000","10.384.433.737,00","23,06","11.004,87","9,31","3.930.690.000,00","22,09208082"
2020-10-29 0:00:00,"388,877","5,963","11.312.414.333,00","23,15","11.185,59","9,32","3.244.190.000,00","21,90013154"
2020-10-30 0:00:00,"386,446","5,957","10.294.153.383,00","23,05","10.911,59","9,30","3.671.600.000,00","22,02389337"
2020-11-02 0:00:00,"394,936","5,979","8.655.139.278,00","22,88","10.957,61","9,30","3.209.000.000,00","21,8892252"
2020-11-03 0:00:00,"383,850","5,950","8.492.071.098,00","22,86","11.160,57","9,32","3.216.580.000,00","21,89158452"
2020-11-04 0:00:00,"387,616","5,960","9.513.314.551,00","22,98","11.590,78","9,36","3.620.760.000,00","22,00994979"
2020-11-05 0:00:00,"401,733","5,996","11.648.560.618,00","23,18","11.890,93","9,38","3.848.160.000,00","22,07086095"
2020-11-06 0:00:00,"415,928","6,031","13.606.373.471,00","23,33","11.895,23","9,38","4.183.220.000,00","22,15434712"
2020-11-09 0:00:00,"455,358","6,121","11.155.033.976,00","23,14","11.713,78","9,37","5.863.900.000,00","22,49208075"
2020-11-10 0:00:00,"445,051","6,098","12.036.099.592,00","23,21","11.553,86","9,35","4.736.560.000,00","22,27857697"
2020-11-11 0:00:00,"449,816","6,109","7.873.172.433,00","22,79","11.786,43","9,37","3.854.680.000,00","22,07255383"
2020-11-12 0:00:00,"463,181","6,138","11.456.937.854,00","23,16","11.709,59","9,37","3.886.670.000,00","22,08081859"
2020-11-13 0:00:00,"462,206","6,136","11.096.201.853,00","23,13","11.829,29","9,38","3.654.230.000,00","22,01915124"
2020-11-16 0:00:00,"449,207","6,107","8.946.780.761,00","22,91","11.924,13","9,39","4.172.570.000,00","22,15179799"
2020-11-17 0:00:00,"461,371","6,134","9.874.800.384,00","23,01","11.899,34","9,38","4.145.030.000,00","22,14517586"
2020-11-18 0:00:00,"482,198","6,178","12.534.266.982,00","23,25","11.801,60","9,38","4.731.420.000,00","22,27749121"
2020-11-19 0:00:00,"479,438","6,173","15.390.748.757,00","23,46","11.904,71","9,38","5.385.190.000,00","22,40691843"
2020-11-20 0:00:00,"471,318","6,156","10.960.245.344,00","23,12","11.854,97","9,38","5.350.970.000,00","22,40054369"
2020-11-23 0:00:00,"560,509","6,329","20.803.203.331,00","23,76","11.880,63","9,38","5.473.250.000,00","22,42313843"
2020-11-24 0:00:00,"608,273","6,411","22.868.894.446,00","23,85","12.036,79","9,40","6.339.580.000,00","22,57007836"
2020-11-25 0:00:00,"602,666","6,401","19.964.356.486,00","23,72","12.094,40","9,40","4.448.640.000,00","22,21586427"
2020-11-27 0:00:00,"518,467","6,251","25.993.581.649,00","23,98","12.205,85","9,41","3.401.830.000,00","21,94757936"
2020-11-30 0:00:00,"574,751","6,354","13.623.124.682,00","23,34","12.198,74","9,41","7.760.390.000,00","22,77229843"
2020-12-01 0:00:00,"612,264","6,417","18.811.269.167,00","23,66","12.355,11","9,42","6.512.420.000,00","22,59697696"
2020-12-02 0:00:00,"589,582","6,379","23.557.071.520,00","23,88","12.349,37","9,42","5.194.960.000,00","22,37095476"
2020-12-03 0:00:00,"598,761","6,395","14.839.044.995,00","23,42","12.377,18","9,42","5.209.980.000,00","22,37384185"
2020-12-04 0:00:00,"616,507","6,424","12.249.197.831,00","23,23","12.464,23","9,43","5.086.900.000,00","22,34993444"
2020-12-07 0:00:00,"601,969","6,400","11.453.823.478,00","23,16","12.519,95","9,44","4.771.820.000,00","22,28599362"
2020-12-08 0:00:00,"592,387","6,384","10.010.900.863,00","23,03","12.582,77","9,44","4.809.480.000,00","22,29385481"
2020-12-09 0:00:00,"554,330","6,318","13.501.656.448,00","23,33","12.338,95","9,42","5.168.450.000,00","22,36583867"
2020-12-10 0:00:00,"573,895","6,352","14.024.278.560,00","23,36","12.405,81","9,43","4.518.580.000,00","22,23146362"
2020-12-11 0:00:00,"560,454","6,329","11.590.043.392,00","23,17","12.377,87","9,42","4.292.680.000,00","22,18017708"
2020-12-14 0:00:00,"590,324","6,381","9.082.894.202,00","22,93","12.440,04","9,43","4.491.930.000,00","22,22554829"
2020-12-15 0:00:00,"585,542","6,373","7.794.572.085,00","22,78","12.595,06","9,44","4.423.650.000,00","22,21023098"
2020-12-16 0:00:00,"589,067","6,379","10.160.486.193,00","23,04","12.658,19","9,45","4.592.700.000,00","22,24773392"
2020-12-17 0:00:00,"635,962","6,455","14.781.462.845,00","23,42","12.764,75","9,45","5.029.830.000,00","22,33865202"
2020-12-18 0:00:00,"644,065","6,468","19.729.196.034,00","23,71","12.755,64","9,45","7.125.800.000,00","22,68698784"
2020-12-21 0:00:00,"639,515","6,461","12.845.420.666,00","23,28","12.742,52","9,45","5.192.860.000,00","22,37055044"
2020-12-22 0:00:00,"610,427","6,414","14.563.648.896,00","23,40","12.807,92","9,46","5.811.850.000,00","22,48316477"
2020-12-23 0:00:00,"634,980","6,454","11.548.425.749,00","23,17","12.771,11","9,45","7.100.250.000,00","22,68339583"
2020-12-24 0:00:00,"587,959","6,377","16.795.838.162,00","23,54","12.804,73","9,46","3.305.960.000,00","21,91899274"
2020-12-28 0:00:00,"689,660","6,536","24.721.301.580,00","23,93","12.899,42","9,46","5.109.140.000,00","22,35429693"
2020-12-29 0:00:00,"732,957","6,597","22.707.049.400,00","23,85","12.850,22","9,46","4.726.920.000,00","22,27653966"
2020-12-30 0:00:00,"735,591","6,601","17.170.428.248,00","23,57","12.870,00","9,46","5.343.010.000,00","22,399055"
2020-12-31 0:00:00,"752,856","6,624","13.293.869.467,00","23,31","12.888,28","9,46","4.815.840.000,00","22,29517632"
2021-01-04 0:00:00,"967,001","6,874","140.906.534.191,00","25,67","12.698,45","9,45","6.636.170.000,00","22,61580083"
2021-01-05 0:00:00,"1.025,655","6,933","62.285.144.708,00","24,85","12.818,96","9,46","6.971.860.000,00","22,66514788"
2021-01-06 0:00:00,"1.103,358","7,006","47.148.245.967,00","24,58","12.740,79","9,45","7.689.880.000,00","22,76317102"
2021-01-07 0:00:00,"1.208,575","7,097","47.886.847.354,00","24,59","13.067,48","9,48","6.841.480.000,00","22,64626992"
2021-01-08 0:00:00,"1.229,471","7,114","43.042.878.464,00","24,49","13.201,98","9,49","7.289.390.000,00","22,7096857"
2021-01-11 0:00:00,"1.267,731","7,145","44.541.377.224,00","24,52","13.036,43","9,48","6.960.470.000,00","22,66351284"
2021-01-12 0:00:00,"1.092,914","6,997","67.107.873.699,00","24,93","13.072,43","9,48","7.264.070.000,00","22,70620611"
2021-01-13 0:00:00,"1.045,407","6,952","37.495.863.245,00","24,35","13.128,95","9,48","7.104.810.000,00","22,68403786"
2021-01-14 0:00:00,"1.132,016","7,032","32.166.268.470,00","24,19","13.112,64","9,48","6.734.100.000,00","22,63045001"
2021-01-15 0:00:00,"1.216,915","7,104","34.339.866.027,00","24,26","12.998,50","9,47","6.458.360.000,00","22,58864125"
2021-01-19 0:00:00,"1.255,977","7,136","30.802.895.108,00","24,15","13.197,18","9,49","6.297.860.000,00","22,56347573"
2021-01-20 0:00:00,"1.383,484","7,232","52.274.850.962,00","24,68","13.457,25","9,51","6.820.990.000,00","22,64327046"
2021-01-21 0:00:00,"1.385,853","7,234","52.021.227.614,00","24,67","13.530,91","9,51","7.258.640.000,00","22,70545832"
2021-01-22 0:00:00,"1.122,912","7,024","49.658.518.028,00","24,63","13.543,06","9,51","5.972.750.000,00","22,51047329"
2021-01-25 0:00:00,"1.392,540","7,239","39.913.977.039,00","24,41","13.635,99","9,52","7.193.710.000,00","22,69647287"
2021-01-26 0:00:00,"1.323,430","7,188","44.124.188.232,00","24,51","13.626,06","9,52","6.849.600.000,00","22,64745609"
2021-01-27 0:00:00,"1.355,234","7,212","40.367.492.549,00","24,42","13.270,60","9,49","11.621.190.000,00","23,17609599"
2021-01-28 0:00:00,"1.253,142","7,133","38.752.412.145,00","24,38","13.337,16","9,50","9.959.270.000,00","23,02176961"
2021-01-29 0:00:00,"1.328,774","7,192","32.668.893.127,00","24,21","13.070,69","9,48","7.872.250.000,00","22,78660975"
2021-02-01 0:00:00,"1.317,047","7,183","24.723.054.988,00","23,93","13.403,39","9,50","7.092.520.000,00","22,68230654"
2021-02-02 0:00:00,"1.368,664","7,222","28.544.048.878,00","24,07","13.612,78","9,52","7.325.270.000,00","22,71459585"
2021-02-03 0:00:00,"1.514,225","7,323","42.952.410.182,00","24,48","13.610,54","9,52","7.546.940.000,00","22,74440802"
2021-02-04 0:00:00,"1.661,001","7,415","42.202.356.538,00","24,47","13.777,74","9,53","7.295.370.000,00","22,71050574"
2021-02-05 0:00:00,"1.587,801","7,370","42.668.487.954,00","24,48","13.856,30","9,54","6.792.910.000,00","22,63914526"
2021-02-08 0:00:00,"1.608,641","7,383","38.849.634.841,00","24,38","13.987,64","9,55","8.564.530.000,00","22,87089509"
2021-02-09 0:00:00,"1.750,998","7,468","45.540.524.355,00","24,54","14.007,70","9,55","8.766.770.000,00","22,89423427"
2021-02-10 0:00:00,"1.769,054","7,478","42.127.693.214,00","24,46","13.972,53","9,54","10.785.930.000,00","23,10150834"
2021-02-11 0:00:00,"1.739,164","7,461","40.563.120.177,00","24,43","14.025,77","9,55","10.916.780.000,00","23,11356689"
2021-02-12 0:00:00,"1.782,509","7,486","33.868.453.070,00","24,25","14.095,47","9,55","7.416.940.000,00","22,72703241"
2021-02-16 0:00:00,"1.775,758","7,482","37.652.347.195,00","24,35","14.047,50","9,55","7.722.100.000,00","22,76735218"
2021-02-17 0:00:00,"1.782,575","7,486","33.252.538.990,00","24,23","13.965,49","9,54","7.280.500.000,00","22,70846538"
2021-02-18 0:00:00,"1.845,574","7,521","33.582.379.213,00","24,24","13.865,36","9,54","6.499.420.000,00","22,59497878"
2021-02-19 0:00:00,"1.938,569","7,570","34.799.956.644,00","24,27","13.874,46","9,54","6.737.820.000,00","22,63100227"
2021-02-22 0:00:00,"1.941,427","7,571","33.064.349.741,00","24,22","13.533,05","9,51","6.483.740.000,00","22,59256334"
2021-02-23 0:00:00,"1.788,615","7,489","53.799.590.366,00","24,71","13.465,20","9,51","7.516.510.000,00","22,74036777"
2021-02-24 0:00:00,"1.563,925","7,355","62.714.754.623,00","24,86","13.597,97","9,52","5.886.230.000,00","22,49588156"
2021-02-25 0:00:00,"1.628,392","7,395","40.313.400.449,00","24,42","13.119,43","9,48","6.390.380.000,00","22,57805957"
2021-02-26 0:00:00,"1.468,860","7,292","31.736.119.376,00","24,18","13.192,35","9,49","5.906.110.000,00","22,49925325"
2021-03-01 0:00:00,"1.416,662","7,256","35.420.463.945,00","24,29","13.588,83","9,52","5.079.530.000,00","22,34848457"
2021-03-02 0:00:00,"1.570,400","7,359","31.604.939.382,00","24,18","13.358,79","9,50","4.948.140.000,00","22,32227759"
2021-03-03 0:00:00,"1.497,089","7,311","29.049.758.216,00","24,09","12.997,75","9,47","5.529.980.000,00","22,43345004"
2021-03-04 0:00:00,"1.579,427","7,365","30.352.405.292,00","24,14","12.723,47","9,45","7.864.380.000,00","22,78560954"
2021-03-05 0:00:00,"1.546,500","7,344","29.848.246.931,00","24,12","12.920,15","9,47","7.725.200.000,00","22,76775355"
2021-03-08 0:00:00,"1.727,463","7,454","29.416.647.568,00","24,10","12.609,16","9,44","6.010.230.000,00","22,51672885"
2021-03-09 0:00:00,"1.837,533","7,516","35.353.973.627,00","24,29","13.073,82","9,48","6.345.560.000,00","22,57102119"
2021-03-10 0:00:00,"1.869,331","7,533","31.147.565.433,00","24,16","13.068,83","9,48","6.023.880.000,00","22,51899741"
2021-03-11 0:00:00,"1.802,311","7,497","31.746.963.273,00","24,18","13.398,67","9,50","6.008.850.000,00","22,51649922"
2021-03-12 0:00:00,"1.826,057","7,510","31.257.932.437,00","24,17","13.319,86","9,50","5.497.210.000,00","22,42750653"
2021-03-15 0:00:00,"1.866,072","7,532","26.379.565.439,00","24,00","13.459,71","9,51","5.972.370.000,00","22,51040967"
2021-03-16 0:00:00,"1.791,048","7,491","32.950.345.873,00","24,22","13.471,57","9,51","5.493.890.000,00","22,4269024"
2021-03-17 0:00:00,"1.808,551","7,500","30.686.971.237,00","24,15","13.525,20","9,51","5.536.110.000,00","22,43455793"
2021-03-18 0:00:00,"1.828,755","7,511","30.744.899.541,00","24,15","13.116,17","9,48","5.739.720.000,00","22,47067627"
2021-03-19 0:00:00,"1.780,160","7,484","29.651.777.828,00","24,11","13.215,24","9,49","7.630.590.000,00","22,75543101"
2021-03-22 0:00:00,"1.790,378","7,490","29.228.757.710,00","24,10","13.377,54","9,50","5.321.760.000,00","22,39506991"
2021-03-23 0:00:00,"1.686,891","7,431","31.376.731.220,00","24,17","13.227,70","9,49","5.675.010.000,00","22,45933816"
2021-03-24 0:00:00,"1.673,859","7,423","28.758.919.428,00","24,08","12.961,89","9,47","6.248.650.000,00","22,55563128"
2021-03-25 0:00:00,"1.581,631","7,366","38.413.713.634,00","24,37","12.977,68","9,47","5.634.290.000,00","22,45213698"
2021-03-26 0:00:00,"1.587,298","7,370","26.325.124.558,00","23,99","13.138,73","9,48","5.224.360.000,00","22,37659814"
2021-03-29 0:00:00,"1.689,037","7,432","19.859.272.132,00","23,71","13.059,65","9,48","4.965.090.000,00","22,32569726"
