Fecha,precio_eth,precio_eth_log,volumen_eth,volumen_eth_log,precio_nasdaq,precio_nasdaq_log,volumen_nasdaq,volumen_nasdaq_log
2021-03-30 0:00:00,"1.817,626","7,505","32.618.518.752,00","24,21","13.045,39","9,48","4.721.950.000,00","22,27548769"
2021-03-31 0:00:00,"1.840,295","7,518","28.496.809.578,00","24,07","13.246,87","9,49","5.004.720.000,00","22,3336473"
2021-04-01 0:00:00,"1.915,833","7,558","28.955.571.444,00","24,09","13.480,11","9,51","4.576.480.000,00","22,24419598"
2021-04-05 0:00:00,"2.077,755","7,639","26.817.722.961,00","24,01","13.705,59","9,53","4.459.000.000,00","22,21819036"
2021-04-06 0:00:00,"2.097,796","7,649","30.867.393.926,00","24,15","13.698,38","9,53","4.073.710.000,00","22,12781997"
2021-04-07 0:00:00,"2.115,055","7,657","33.391.498.273,00","24,23","13.688,84","9,52","4.098.740.000,00","22,13394545"
2021-04-08 0:00:00,"1.989,148","7,595","39.604.003.544,00","24,40","13.829,31","9,53","4.153.600.000,00","22,14724127"
2021-04-09 0:00:00,"2.081,354","7,641","27.145.394.978,00","24,02","13.900,19","9,54","3.926.110.000,00","22,09091495"
2021-04-12 0:00:00,"2.150,265","7,673","25.369.863.410,00","23,96","13.850,00","9,54","4.250.900.000,00","22,17039656"
2021-04-13 0:00:00,"2.142,476","7,670","29.096.213.678,00","24,09","13.996,10","9,55","4.219.360.000,00","22,16294929"
2021-04-14 0:00:00,"2.304,344","7,743","35.760.747.636,00","24,30","13.857,84","9,54","4.120.770.000,00","22,13930588"
2021-04-15 0:00:00,"2.429,662","7,796","43.351.853.140,00","24,49","14.038,76","9,55","4.406.880.000,00","22,20643279"
2021-04-16 0:00:00,"2.514,168","7,830","37.106.765.660,00","24,34","14.052,34","9,55","4.427.780.000,00","22,21116417"
2021-04-19 0:00:00,"2.245,761","7,717","61.890.227.352,00","24,85","13.914,77","9,54","4.379.610.000,00","22,20022552"
2021-04-20 0:00:00,"2.168,033","7,682","40.335.730.705,00","24,42","13.786,27","9,53","4.245.120.000,00","22,16903592"
2021-04-21 0:00:00,"2.324,285","7,751","44.737.302.424,00","24,52","13.950,22","9,54","3.999.620.000,00","22,10946519"
2021-04-22 0:00:00,"2.373,501","7,772","43.726.884.252,00","24,50","13.818,41","9,53","4.420.820.000,00","22,20959104"
2021-04-23 0:00:00,"2.426,071","7,794","63.343.308.067,00","24,87","14.016,81","9,55","4.355.100.000,00","22,19461341"
2021-04-26 0:00:00,"2.307,355","7,744","36.744.402.577,00","24,33","14.138,78","9,56","4.506.210.000,00","22,22872228"
2021-04-27 0:00:00,"2.532,387","7,837","42.791.797.037,00","24,48","14.090,22","9,55","4.691.460.000,00","22,26900967"
2021-04-28 0:00:00,"2.647,158","7,881","37.611.597.878,00","24,35","14.051,03","9,55","4.559.710.000,00","22,24052486"
2021-04-29 0:00:00,"2.748,785","7,919","42.878.743.228,00","24,48","14.082,55","9,55","4.928.030.000,00","22,31820515"
2021-04-30 0:00:00,"2.757,498","7,922","38.536.865.198,00","24,37","13.962,68","9,54","4.792.460.000,00","22,29030969"
2021-05-03 0:00:00,"2.953,297","7,991","35.727.432.416,00","24,30","13.895,12","9,54","4.761.430.000,00","22,28381388"
2021-05-04 0:00:00,"3.439,855","8,143","64.192.650.586,00","24,89","13.633,50","9,52","5.879.730.000,00","22,49477668"
2021-05-05 0:00:00,"3.245,663","8,085","78.437.235.046,00","25,09","13.582,42","9,52","4.535.690.000,00","22,23524306"
2021-05-06 0:00:00,"3.524,563","8,168","63.552.342.594,00","24,88","13.632,84","9,52","5.021.400.000,00","22,33697462"
2021-05-07 0:00:00,"3.495,076","8,159","50.430.169.753,00","24,64","13.752,24","9,53","4.391.100.000,00","22,2028456"
2021-05-10 0:00:00,"3.932,754","8,277","61.625.657.297,00","24,84","13.401,86","9,50","4.818.670.000,00","22,29576379"
2021-05-11 0:00:00,"3.979,609","8,289","80.827.215.918,00","25,12","13.389,43","9,50","4.738.390.000,00","22,27896325"
2021-05-12 0:00:00,"4.182,790","8,339","67.869.198.116,00","24,94","13.031,68","9,48","4.752.930.000,00","22,28202711"
2021-05-13 0:00:00,"3.906,109","8,270","78.772.032.255,00","25,09","13.124,99","9,48","4.698.110.000,00","22,27042614"
2021-05-14 0:00:00,"3.750,342","8,230","97.383.442.023,00","25,30","13.429,98","9,51","4.022.610.000,00","22,11519678"
2021-05-17 0:00:00,"3.602,005","8,189","67.531.308.124,00","24,94","13.379,05","9,50","3.997.780.000,00","22,10900504"
2021-05-18 0:00:00,"3.288,230","8,098","75.100.584.776,00","25,04","13.303,64","9,50","4.301.300.000,00","22,18218314"
2021-05-19 0:00:00,"3.399,049","8,131","59.160.464.538,00","24,80","13.299,74","9,50","4.333.520.000,00","22,18964598"
2021-05-20 0:00:00,"2.505,015","7,826","117.905.041.184,00","25,49","13.535,74","9,51","3.990.760.000,00","22,10724753"
2021-05-21 0:00:00,"2.778,280","7,930","92.538.167.828,00","25,25","13.470,99","9,51","3.733.940.000,00","22,04072981"
2021-05-24 0:00:00,"2.120,037","7,659","77.839.858.614,00","25,08","13.661,17","9,52","3.509.470.000,00","21,97873087"
2021-05-25 0:00:00,"2.640,160","7,879","73.496.058.831,00","25,02","13.657,17","9,52","4.128.990.000,00","22,14129866"
2021-05-26 0:00:00,"2.695,478","7,899","92.468.701.274,00","25,25","13.738,00","9,53","4.264.500.000,00","22,17359078"
2021-05-27 0:00:00,"2.882,483","7,966","53.115.222.705,00","24,70","13.736,28","9,53","5.087.180.000,00","22,34998949"
2021-05-28 0:00:00,"2.742,991","7,917","44.070.236.220,00","24,51","13.748,74","9,53","4.447.940.000,00","22,2157069"
2021-06-01 0:00:00,"2.708,430","7,904","44.445.830.388,00","24,52","13.736,48","9,53","4.186.280.000,00","22,15507835"
2021-06-02 0:00:00,"2.632,657","7,876","39.898.648.753,00","24,41","13.756,33","9,53","5.097.630.000,00","22,35204156"
2021-06-03 0:00:00,"2.717,154","7,907","39.148.856.525,00","24,39","13.614,51","9,52","5.396.250.000,00","22,4089701"
2021-06-04 0:00:00,"2.858,277","7,958","38.104.663.185,00","24,36","13.814,49","9,53","4.360.710.000,00","22,19590073"
2021-06-07 0:00:00,"2.711,548","7,905","29.050.162.249,00","24,09","13.881,72","9,54","4.639.210.000,00","22,25780993"
2021-06-08 0:00:00,"2.580,536","7,856","37.385.872.210,00","24,34","13.924,91","9,54","5.958.410.000,00","22,5080695"
2021-06-09 0:00:00,"2.528,022","7,835","48.344.195.674,00","24,60","13.911,75","9,54","5.640.490.000,00","22,45323678"
2021-06-10 0:00:00,"2.620,625","7,871","43.973.432.438,00","24,51","14.020,33","9,55","4.919.880.000,00","22,31654998"
2021-06-11 0:00:00,"2.486,600","7,819","33.075.957.437,00","24,22","14.069,42","9,55","4.157.580.000,00","22,14819901"
2021-06-14 0:00:00,"2.517,772","7,831","29.382.118.964,00","24,10","14.174,14","9,56","4.415.160.000,00","22,20830991"
2021-06-15 0:00:00,"2.587,382","7,858","28.128.172.338,00","24,06","14.072,86","9,55","4.554.580.000,00","22,23939916"
2021-06-16 0:00:00,"2.561,188","7,848","26.803.957.680,00","24,01","14.039,68","9,55","4.683.030.000,00","22,26721117"
2021-06-17 0:00:00,"2.365,873","7,769","26.150.320.395,00","23,99","14.161,35","9,56","4.558.280.000,00","22,2402112"
2021-06-18 0:00:00,"2.380,745","7,775","25.708.624.827,00","23,97","14.030,38","9,55","6.126.070.000,00","22,53581927"
2021-06-21 0:00:00,"2.251,561","7,719","26.235.850.447,00","23,99","14.141,48","9,56","4.562.010.000,00","22,24102915"
2021-06-22 0:00:00,"1.900,122","7,550","39.499.960.408,00","24,40","14.253,27","9,56","4.433.140.000,00","22,21237397"
2021-06-23 0:00:00,"1.875,358","7,537","38.755.019.937,00","24,38","14.271,73","9,57","4.417.470.000,00","22,20883297"
2021-06-24 0:00:00,"1.971,106","7,586","28.098.744.045,00","24,06","14.369,71","9,57","4.324.620.000,00","22,18759011"
2021-06-25 0:00:00,"1.990,076","7,596","22.447.489.242,00","23,83","14.360,39","9,57","7.468.090.000,00","22,73390511"
2021-06-28 0:00:00,"1.973,927","7,588","24.316.408.028,00","23,91","14.500,51","9,58","4.283.000.000,00","22,17791954"
2021-06-29 0:00:00,"2.087,519","7,644","30.629.329.806,00","24,15","14.528,33","9,58","4.901.300.000,00","22,31276631"
2021-06-30 0:00:00,"2.169,400","7,682","27.149.143.847,00","24,02","14.503,95","9,58","5.293.810.000,00","22,38980405"
2021-07-01 0:00:00,"2.279,354","7,732","29.046.221.906,00","24,09","14.522,38","9,58","4.410.470.000,00","22,2072471"
2021-07-02 0:00:00,"2.121,658","7,660","25.874.247.678,00","23,98","14.639,33","9,59","3.751.420.000,00","22,04540027"
2021-07-06 0:00:00,"2.217,302","7,704","22.592.756.940,00","23,84","14.663,64","9,59","4.489.540.000,00","22,22501608"
2021-07-07 0:00:00,"2.320,655","7,750","24.748.897.614,00","23,93","14.665,06","9,59","4.605.630.000,00","22,25054531"
2021-07-08 0:00:00,"2.317,237","7,748","23.352.988.377,00","23,87","14.559,78","9,59","4.575.010.000,00","22,24387472"
2021-07-09 0:00:00,"2.126,442","7,662","24.133.566.101,00","23,91","14.701,92","9,60","3.826.500.000,00","22,06521638"
2021-07-12 0:00:00,"2.144,014","7,670","14.249.909.363,00","23,38","14.733,24","9,60","3.897.090.000,00","22,08349596"
2021-07-13 0:00:00,"2.042,499","7,622","16.403.901.754,00","23,52","14.677,65","9,59","4.583.460.000,00","22,24572001"
2021-07-14 0:00:00,"1.944,395","7,573","18.210.922.218,00","23,63","14.644,95","9,59","4.496.220.000,00","22,22650288"
2021-07-15 0:00:00,"1.997,663","7,600","20.007.437.043,00","23,72","14.543,13","9,58","4.512.550.000,00","22,23012824"
2021-07-16 0:00:00,"1.910,727","7,555","17.978.198.760,00","23,61","14.427,24","9,58","4.069.530.000,00","22,12679335"
2021-07-19 0:00:00,"1.905,723","7,553","15.355.055.466,00","23,45","14.274,98","9,57","4.537.130.000,00","22,23556049"
2021-07-20 0:00:00,"1.824,929","7,509","15.768.554.506,00","23,48","14.498,88","9,58","4.652.450.000,00","22,2606598"
2021-07-21 0:00:00,"1.794,973","7,493","20.634.025.155,00","23,75","14.631,95","9,59","4.098.520.000,00","22,13389177"
2021-07-22 0:00:00,"2.003,724","7,603","25.849.497.421,00","23,98","14.684,60","9,59","3.597.540.000,00","22,00351612"
2021-07-23 0:00:00,"2.027,533","7,615","21.655.718.476,00","23,80","14.836,99","9,60","3.997.250.000,00","22,10887246"
2021-07-26 0:00:00,"2.209,499","7,701","16.557.827.419,00","23,53","14.840,71","9,61","4.437.090.000,00","22,21326459"
2021-07-27 0:00:00,"2.230,212","7,710","35.197.538.271,00","24,28","14.660,58","9,59","4.329.230.000,00","22,18865553"
2021-07-28 0:00:00,"2.292,580","7,737","28.862.032.738,00","24,09","14.762,58","9,60","4.268.210.000,00","22,17446037"
2021-07-29 0:00:00,"2.299,689","7,741","23.171.592.870,00","23,87","14.778,26","9,60","3.928.640.000,00","22,09155915"
2021-07-30 0:00:00,"2.383,443","7,776","18.266.719.971,00","23,63","14.672,68","9,59","3.645.050.000,00","22,01663592"
2021-08-02 0:00:00,"2.555,408","7,846","25.689.002.090,00","23,97","14.681,07","9,59","3.746.130.000,00","22,04398914"
2021-08-03 0:00:00,"2.611,673","7,868","26.664.958.252,00","24,01","14.761,29","9,60","4.141.370.000,00","22,14429249"
2021-08-04 0:00:00,"2.521,268","7,833","26.304.380.467,00","23,99","14.780,53","9,60","4.337.330.000,00","22,19052479"
2021-08-05 0:00:00,"2.724,532","7,910","29.356.647.318,00","24,10","14.895,12","9,61","4.107.300.000,00","22,13603172"
2021-08-06 0:00:00,"2.821,650","7,945","37.970.347.684,00","24,36","14.835,76","9,60","4.173.090.000,00","22,15192261"
2021-08-09 0:00:00,"3.012,309","8,010","34.209.269.717,00","24,26","14.860,18","9,61","4.111.640.000,00","22,13708781"
2021-08-10 0:00:00,"3.163,065","8,059","38.510.599.667,00","24,37","14.788,09","9,60","3.991.770.000,00","22,10750058"
2021-08-11 0:00:00,"3.147,843","8,054","30.456.934.757,00","24,14","14.765,14","9,60","4.002.340.000,00","22,11014503"
2021-08-12 0:00:00,"3.166,647","8,060","28.540.625.894,00","24,07","14.816,26","9,60","4.049.000.000,00","22,12173577"
2021-08-13 0:00:00,"3.048,413","8,022","28.111.908.834,00","24,06","14.822,90","9,60","4.061.070.000,00","22,12471232"
2021-08-16 0:00:00,"3.309,755","8,105","24.412.292.891,00","23,92","14.793,76","9,60","3.973.920.000,00","22,10301885"
2021-08-17 0:00:00,"3.153,584","8,056","25.922.917.846,00","23,98","14.656,18","9,59","4.168.880.000,00","22,15091325"
2021-08-18 0:00:00,"3.007,144","8,009","28.303.010.381,00","24,07","14.525,91","9,58","3.841.840.000,00","22,06921726"
2021-08-19 0:00:00,"3.037,230","8,019","23.192.419.119,00","23,87","14.541,79","9,58","4.191.490.000,00","22,15632212"
2021-08-20 0:00:00,"3.144,818","8,054","20.590.444.717,00","23,75","14.714,66","9,60","3.886.340.000,00","22,08073368"
2021-08-23 0:00:00,"3.243,486","8,084","17.023.426.890,00","23,56","14.942,65","9,61","3.906.780.000,00","22,08597934"
2021-08-24 0:00:00,"3.320,409","8,108","22.119.621.925,00","23,82","15.019,80","9,62","3.809.750.000,00","22,06082941"
2021-08-25 0:00:00,"3.177,664","8,064","23.531.754.576,00","23,88","15.041,86","9,62","3.654.150.000,00","22,01912934"
2021-08-26 0:00:00,"3.231,441","8,081","20.438.475.652,00","23,74","14.945,81","9,61","3.630.900.000,00","22,01274639"
2021-08-27 0:00:00,"3.122,972","8,047","18.755.498.274,00","23,65","15.129,50","9,62","4.048.610.000,00","22,12163945"
2021-08-30 0:00:00,"3.233,383","8,081","14.110.206.249,00","23,37","15.265,89","9,63","4.061.760.000,00","22,12488221"
2021-08-31 0:00:00,"3.232,734","8,081","21.741.061.739,00","23,80","15.259,24","9,63","4.188.020.000,00","22,15549391"
2021-09-01 0:00:00,"3.440,562","8,143","32.201.644.523,00","24,20","15.309,38","9,64","4.271.690.000,00","22,17527537"
2021-09-02 0:00:00,"3.790,614","8,240","34.465.100.678,00","24,26","15.331,18","9,64","4.050.510.000,00","22,12210864"
2021-09-03 0:00:00,"3.793,301","8,241","28.115.776.510,00","24,06","15.363,52","9,64","3.706.990.000,00","22,03348606"
